"drug1_id","drug1_name","condition_id","condition_name","drug2_id","drug2_name","scores"
"DB00531","Cyclophosphamide","D017728","cd30+ anaplastic large-cell lymphoma","DB00773","Etoposide",0.622666835784912
"DB00531","Cyclophosphamide","D058527","enteropathy-associated t-cell lymphoma","DB01073","Fludarabine",0.640071630477905
"DB00531","Cyclophosphamide","D007410","intestinal diseases","DB01073","Fludarabine",0.768511712551117
"DB00531","Cyclophosphamide","D007410","intestinal diseases","DB11714","Durvalumab",0.649836599826813
"DB00997","Doxorubicin","D007410","intestinal diseases","DB00515","Cisplatin",0.151680767536163
"DB00773","Etoposide","D017728","cd30+ anaplastic large-cell lymphoma","DB06809","Plerixafor",0.809983193874359
"DB00773","Etoposide","D017728","cd30+ anaplastic large-cell lymphoma","DB00958","Carboplatin",0.763400435447693
"DB00773","Etoposide","D017728","cd30+ anaplastic large-cell lymphoma","DB00526","Oxaliplatin",0.720265984535217
"DB00773","Etoposide","D007119","angioimmunoblastic lymphadenopathy","DB06809","Plerixafor",0.83713698387146
"DB00773","Etoposide","D007119","angioimmunoblastic lymphadenopathy","DB00526","Oxaliplatin",0.739096760749817
"DB00773","Etoposide","D007119","angioimmunoblastic lymphadenopathy","DB00958","Carboplatin",0.103632181882858
"DB00541","Vincristine","D016399","t-cell lymphoma","DB05015","Belinostat",0.72961151599884
"DB00541","Vincristine","D016399","t-cell lymphoma","DB00877","Sirolimus",0.184756740927696
"DB00541","Vincristine","D016411","peripheral t-cell lymphoma","DB05015","Belinostat",0.697043836116791
"DB00480","Lenalidomide","D016399","t-cell lymphoma","DB06176","Romidepsin",0.879780352115631
"DB00480","Lenalidomide","D016399","t-cell lymphoma","DB02546","Vorinostat",0.785176277160645
"DB00480","Lenalidomide","D016399","t-cell lymphoma","DB08870","Brentuximab vedotin",0.761948347091675
"DB00480","Lenalidomide","D016411","peripheral t-cell lymphoma","DB06176","Romidepsin",0.834266841411591
"DB00480","Lenalidomide","D016411","peripheral t-cell lymphoma","DB01590","Everolimus",0.749190211296082
"DB00480","Lenalidomide","D016411","peripheral t-cell lymphoma","DB02546","Vorinostat",0.731699705123901
"DB00480","Lenalidomide","D017728","cd30+ anaplastic large-cell lymphoma","DB02546","Vorinostat",0.805558681488037
"DB00480","Lenalidomide","D017728","cd30+ anaplastic large-cell lymphoma","DB06176","Romidepsin",0.754281938076019
"DB00480","Lenalidomide","D017728","cd30+ anaplastic large-cell lymphoma","DB01590","Everolimus",0.668538272380829
"DB00480","Lenalidomide","D007410","intestinal diseases","DB00002","Cetuximab",0.692111551761627
"DB00480","Lenalidomide","D007119","angioimmunoblastic lymphadenopathy","DB06176","Romidepsin",0.886041462421417
"DB00480","Lenalidomide","D007119","angioimmunoblastic lymphadenopathy","DB02546","Vorinostat",0.840799331665039
"DB00480","Lenalidomide","D007119","angioimmunoblastic lymphadenopathy","DB01590","Everolimus",0.639680743217468
"DB00537","Ciprofloxacin","D009164","mycobacterium infections","DB01220","Rifaximin",0.289450466632843
"DB01045","Rifampin","D007239","infection","DB00951","Isoniazid",0.946738004684448
"DB01045","Rifampin","D007239","infection","DB01060","Amoxicillin",0.942243814468384
"DB01045","Rifampin","D007239","infection","DB01111","Colistimethate",0.927538096904755
"DB01045","Rifampin","D003141","communicable diseases","DB00951","Isoniazid",0.826533794403076
"DB01045","Rifampin","D003141","communicable diseases","DB01111","Colistimethate",0.812437117099762
"DB01045","Rifampin","D003141","communicable diseases","DB01060","Amoxicillin",0.807814717292786
"DB01045","Rifampin","D009164","mycobacterium infections","DB00921","Buprenorphine",0.929182648658752
"DB01045","Rifampin","D009164","mycobacterium infections","DB00951","Isoniazid",0.923244714736938
"DB01045","Rifampin","D009164","mycobacterium infections","DB08903","Bedaquiline",0.897715747356415
"DB00330","Ethambutol","D007239","infection","DB00207","Azithromycin",0.859639465808868
"DB00330","Ethambutol","D003141","communicable diseases","DB00207","Azithromycin",0.320644289255142
"DB00330","Ethambutol","D009164","mycobacterium infections","DB00207","Azithromycin",0.855792760848999
"DB00330","Ethambutol","D015270","mycobacterium avium-intracellulare infection","DB00207","Azithromycin",0.647756040096283
"DB00845","Clofazimine","D007239","infection","DB00068","Interferon beta-1b",0.967816233634949
"DB00845","Clofazimine","D003141","communicable diseases","DB00068","Interferon beta-1b",0.612992763519287
"DB00788","Naproxen","D059787","acute pain","DB00193","Tramadol",0.702940046787262
"DB00641","Simvastatin","D050197","atherosclerosis","DB00973","Ezetimibe",0.841570377349854
"DB00641","Simvastatin","D050197","atherosclerosis","DB01039","Fenofibrate",0.501604497432709
"DB00641","Simvastatin","D050197","atherosclerosis","DB01076","Atorvastatin",0.49187445640564
"DB00973","Ezetimibe","D050171","dyslipidemias","DB11936","Bempedoic acid",0.924497365951538
"DB00973","Ezetimibe","D050171","dyslipidemias","DB01076","Atorvastatin",0.919736444950104
"DB00973","Ezetimibe","D050171","dyslipidemias","DB00641","Simvastatin",0.884356737136841
"DB14922","Tislelizumab","D015179","colorectal carcinoma","DB00762","Irinotecan",0.801808714866638
"DB01234","Dexamethasone","D059787","acute pain","DB00296","Ropivacaine",0.46744978427887
"DB01234","Dexamethasone","D059787","acute pain","DB01233","Metoclopramide",0.100077919661999
"DB00296","Ropivacaine","D059787","acute pain","DB01234","Dexamethasone",0.46744978427887
"DB00296","Ropivacaine","D059787","acute pain","DB00295","Morphine",0.414664089679718
"DB00296","Ropivacaine","D059787","acute pain","DB00633","Dexmedetomidine",0.246843352913857
"DB00860","Prednisolone","D000013","congenital abnormality","DB00571","Propranolol",0.111558116972446
"DB00864","Tacrolimus","D000013","congenital abnormality","DB00603","Medroxyprogesterone acetate",0.612062215805054
"DB00331","Metformin","D024821","metabolic syndrome x","DB00273","Topiramate",0.776935398578644
"DB00331","Metformin","D024821","metabolic syndrome x","DB01083","Orlistat",0.767442226409912
"DB00331","Metformin","D024821","metabolic syndrome x","DB00363","Clozapine",0.732812941074371
"DB00002","Cetuximab","D004938","esophageal neoplasms","DB00112","Bevacizumab",0.373605787754059
"DB00073","Rituximab","D000374","aggression","DB05889","Inotuzumab ozogamicin",0.601095259189606
"DB00441","Gemcitabine","D016393","b-cell lymphomas","DB00526","Oxaliplatin",0.715368807315826
"DB00441","Gemcitabine","D016403","diffuse large b-cell lymphoma","DB00526","Oxaliplatin",0.709551215171814
"DB00441","Gemcitabine","D016403","diffuse large b-cell lymphoma","DB00958","Carboplatin",0.101730443537235
"DB00441","Gemcitabine","D009362","neoplasm metastasis","DB01229","Paclitaxel",0.486930727958679
"DB00441","Gemcitabine","D009362","neoplasm metastasis","DB01101","Capecitabine",0.397522568702698
"DB00441","Gemcitabine","D009362","neoplasm metastasis","DB06626","Axitinib",0.368796616792679
"DB00642","Pemetrexed","D009362","neoplasm metastasis","DB09330","Osimertinib",0.707988440990448
"DB00642","Pemetrexed","D009362","neoplasm metastasis","DB00530","Erlotinib",0.389634221792221
"DB00642","Pemetrexed","D009362","neoplasm metastasis","DB01234","Dexamethasone",0.250150322914124
"DB00642","Pemetrexed","D010190","pancreatic neoplasm","DB00530","Erlotinib",0.403697490692139
"DB00642","Pemetrexed","D010190","pancreatic neoplasm","DB00958","Carboplatin",0.318562805652618
"DB00642","Pemetrexed","D010190","pancreatic neoplasm","DB00441","Gemcitabine",0.108109064400196
"DB00515","Cisplatin","D001749","cancer of bladder","DB00441","Gemcitabine",0.626392841339111
"DB00515","Cisplatin","D001749","cancer of bladder","DB00544","Fluorouracil",0.346461921930313
"DB00515","Cisplatin","D001749","cancer of bladder","DB09037","Pembrolizumab",0.306748896837234
"DB00990","Exemestane","D012008","relapse","DB01590","Everolimus",0.648561179637909
"DB15035","Zanubrutinib","D009369","malignant neoplasms","DB14922","Tislelizumab",0.977299273014069
"DB15035","Zanubrutinib","D009369","malignant neoplasms","DB08935","Obinutuzumab",0.937391757965088
"DB15035","Zanubrutinib","D009369","malignant neoplasms","DB00642","Pemetrexed",0.89365029335022
"DB00822","Disulfiram","D009293","opioid-related disorders","DB00333","Methadone",0.83377993106842
"DB00822","Disulfiram","D009293","opioid-related disorders","DB00647","Dextropropoxyphene",0.420895904302597
"DB00630","Alendronic acid","D002114","calcinosis","DB01012","Cinacalcet",0.4906345307827
"DB00571","Propranolol","D006391","hemangioma","DB00860","Prednisolone",0.668323814868927
"DB00958","Carboplatin","D008545","melanoma","DB01229","Paclitaxel",0.722858607769012
"DB00958","Carboplatin","D008545","melanoma","DB01248","Docetaxel",0.26493513584137
"DB00958","Carboplatin","D008545","melanoma","DB00541","Vincristine",0.173552766442299
"DB01248","Docetaxel","D008545","melanoma","DB00958","Carboplatin",0.26493513584137
"DB09074","Olaparib","D011471","prostatic neoplasms","DB11714","Durvalumab",0.778266251087189
"DB09074","Olaparib","D011471","prostatic neoplasms","DB00958","Carboplatin",0.727842032909393
"DB09074","Olaparib","D010051","neoplasm, ovarian","DB11771","Tremelimumab",0.877518355846405
"DB09074","Olaparib","D010051","neoplasm, ovarian","DB09037","Pembrolizumab",0.844438970088959
"DB09074","Olaparib","D010051","neoplasm, ovarian","DB11714","Durvalumab",0.837157011032104
"DB00928","Azacitidine","D015464","leukemia, granulocytic, chronic","DB05015","Belinostat",0.834862530231476
"DB00928","Azacitidine","D015464","leukemia, granulocytic, chronic","DB11581","Venetoclax",0.749917447566986
"DB00928","Azacitidine","D015464","leukemia, granulocytic, chronic","DB08901","Ponatinib",0.696071445941925
"DB00928","Azacitidine","D018365","residual cancer","DB11581","Venetoclax",0.741770148277283
"DB00928","Azacitidine","D018365","residual cancer","DB11945","Avelumab",0.729665040969849
"DB00928","Azacitidine","D018365","residual cancer","DB05015","Belinostat",0.465560674667358
"DB01039","Fenofibrate","D007333","insulin resistance","DB01076","Atorvastatin",0.632420420646667
"DB01039","Fenofibrate","D007333","insulin resistance","DB00331","Metformin",0.601294577121735
"DB13732","Meglumine antimoniate","D007896","leishmaniasis","DB00806","Pentoxifylline",0.969753384590149
"DB13732","Meglumine antimoniate","D007896","leishmaniasis","DB08895","Tofacitinib",0.964392066001892
"DB13732","Meglumine antimoniate","D016773","leishmaniasis, cutaneous","DB08895","Tofacitinib",0.963596105575562
"DB13732","Meglumine antimoniate","D016773","leishmaniasis, cutaneous","DB00806","Pentoxifylline",0.955661356449127
"DB00009","Alteplase","D002544","cerebral infarction","DB00031","Tenecteplase",0.894755065441132
"DB00009","Alteplase","D002544","cerebral infarction","DB00063","Eptifibatide",0.852616488933563
"DB00009","Alteplase","D007511","ischemia","DB00031","Tenecteplase",0.879620671272278
"DB00009","Alteplase","D007511","ischemia","DB00063","Eptifibatide",0.871882140636444
"DB00009","Alteplase","D007511","ischemia","DB00278","Argatroban",0.131407842040062
"DB00031","Tenecteplase","D002544","cerebral infarction","DB00009","Alteplase",0.894755065441132
"DB00031","Tenecteplase","D007511","ischemia","DB00009","Alteplase",0.879620671272278
"DB00031","Tenecteplase","D007511","ischemia","DB01225","Enoxaparin",0.840060412883759
"DB00031","Tenecteplase","D007511","ischemia","DB01109","Heparin",0.839869797229767
"DB00476","Duloxetine","D001416","back pain","DB00788","Naproxen",0.754437446594238
"DB00476","Duloxetine","D001416","back pain","DB00571","Propranolol",0.648611307144165
"DB00476","Duloxetine","D001416","back pain","DB00996","Gabapentin",0.606312572956085
"DB00476","Duloxetine","D017116","low back pain","DB00788","Naproxen",0.778184354305267
"DB00476","Duloxetine","D017116","low back pain","DB00996","Gabapentin",0.718448400497437
"DB00476","Duloxetine","D017116","low back pain","DB00571","Propranolol",0.659386694431305
"DB00760","Meropenem","D007239","infection","DB00803","Colistin",0.975190937519073
"DB00760","Meropenem","D007239","infection","DB00303","Ertapenem",0.912441372871399
"DB00760","Meropenem","D007239","infection","DB00601","Linezolid",0.900166451931
"DB01606","Tazobactam","D007239","infection","DB09050","Ceftolozane",0.971802830696106
"DB01606","Tazobactam","D007239","infection","DB00319","Piperacillin",0.915007829666138
"DB01606","Tazobactam","D018805","pyemia","DB09050","Ceftolozane",0.928600549697876
"DB01606","Tazobactam","D018805","pyemia","DB00319","Piperacillin",0.902910768985748
"DB00319","Piperacillin","D007239","infection","DB01606","Tazobactam",0.915007829666138
"DB00319","Piperacillin","D018805","pyemia","DB01606","Tazobactam",0.902910768985748
"DB00254","Doxycycline","D008171","diseases, lung","DB11963","Dacomitinib",0.894816756248474
"DB00254","Doxycycline","D008171","diseases, lung","DB00207","Azithromycin",0.842918634414673
"DB00254","Doxycycline","D008171","diseases, lung","DB00530","Erlotinib",0.811528027057648
"DB00254","Doxycycline","D029424","chronic obstructive airway disease","DB00207","Azithromycin",0.241690829396248
"DB00254","Doxycycline","D029424","chronic obstructive airway disease","DB00860","Prednisolone",0.241340756416321
"DB01234","Dexamethasone","D011471","prostatic neoplasms","DB01026","Ketoconazole",0.668830454349518
"DB01234","Dexamethasone","D011471","prostatic neoplasms","DB00635","Prednisone",0.606757342815399
"DB01234","Dexamethasone","D011471","prostatic neoplasms","DB05109","Trabectedin",0.299296975135803
"DB01601","Lopinavir","D003141","communicable diseases","DB06817","Raltegravir",0.926870584487915
"DB01601","Lopinavir","D003141","communicable diseases","DB00879","Emtricitabine",0.891367971897125
"DB01601","Lopinavir","D003141","communicable diseases","DB00921","Buprenorphine",0.785983204841614
"DB01601","Lopinavir","D000163","acquired immunodeficiency syndrome","DB00879","Emtricitabine",0.896330833435059
"DB01601","Lopinavir","D000163","acquired immunodeficiency syndrome","DB06817","Raltegravir",0.871374487876892
"DB01601","Lopinavir","D000163","acquired immunodeficiency syndrome","DB00921","Buprenorphine",0.271273344755173
"DB00421","Spironolactone","D050197","atherosclerosis","DB12945","Dihydralazine",0.152727216482162
"DB02546","Vorinostat","D015473","acute promyelocytic leukemia","DB00982","Isotretinoin",0.555913150310516
"DB02546","Vorinostat","D015473","acute promyelocytic leukemia","DB01177","Idarubicin",0.406099140644073
"DB02546","Vorinostat","D015479","leukemia, acute myelomonocytic","DB00928","Azacitidine",0.839847028255463
"DB02546","Vorinostat","D007947","acute megakaryocytic leukemias","DB00928","Azacitidine",0.537267804145813
"DB02546","Vorinostat","D004915","acute erythroblastic leukemia","DB00928","Azacitidine",0.686421394348145
"DB02546","Vorinostat","D004915","acute erythroblastic leukemia","DB00853","Temozolomide",0.288044452667236
"DB02546","Vorinostat","D004915","acute erythroblastic leukemia","DB00982","Isotretinoin",0.103087961673737
"DB01181","Ifosfamide","D007938","leukemia","DB01073","Fludarabine",0.833614528179169
"DB01181","Ifosfamide","D007938","leukemia","DB00773","Etoposide",0.142598941922188
"DB09099","Somatostatin","D010195","pancreatitis, acute","DB00760","Meropenem",0.793545544147491
"DB09053","Ibrutinib","D015470","leukemia, myelocytic, acute","DB01294","Bismuth subsalicylate",0.210267052054405
"DB09035","Nivolumab","D010190","pancreatic neoplasm","DB06186","Ipilimumab",0.708857834339142
"DB09035","Nivolumab","D010190","pancreatic neoplasm","DB00515","Cisplatin",0.546932637691498
"DB09035","Nivolumab","D010190","pancreatic neoplasm","DB00441","Gemcitabine",0.533802211284637
"DB09324","Sulbactam","D007239","infection","DB00415","Ampicillin",0.967109560966492
"DB09324","Sulbactam","D003141","communicable diseases","DB00415","Ampicillin",0.83776468038559
"DB09324","Sulbactam","D012141","respiratory tract infections","DB00415","Ampicillin",0.506270170211792
"DB01216","Finasteride","D011470","prostatic adenoma","DB00706","Tamsulosin",0.934850215911865
"DB01216","Finasteride","D011470","prostatic adenoma","DB00624","Testosterone",0.761933982372284
"DB01216","Finasteride","D011470","prostatic adenoma","DB00820","Tadalafil",0.746907293796539
"DB01216","Finasteride","D006965","hyperplasia","DB00706","Tamsulosin",0.777252018451691
"DB01216","Finasteride","D006965","hyperplasia","DB00820","Tadalafil",0.770369172096252
"DB01216","Finasteride","D006965","hyperplasia","DB00624","Testosterone",0.548607587814331
"DB06285","Teriparatide","D050723","fractures, bone","DB06643","Denosumab",0.938802719116211
"DB01270","Ranibizumab","D012178","retinopathy of prematurity","DB00112","Bevacizumab",0.868785321712494
"DB01270","Ranibizumab","D047928","premature birth","DB00112","Bevacizumab",0.772323310375214
"DB01002","Levobupivacaine","D009140","musculoskeletal diseases","DB00575","Clonidine",0.762737333774567
"DB01002","Levobupivacaine","D009140","musculoskeletal diseases","DB00297","Bupivacaine",0.437767565250397
"DB09074","Olaparib","D001749","cancer of bladder","DB11714","Durvalumab",0.712192893028259
"DB01254","Dasatinib","D000544","alzheimer's disease","DB04216","Quercetin",0.832369804382324
"DB01254","Dasatinib","D060825","deterioration, mental","DB04216","Quercetin",0.774586915969849
"DB04216","Quercetin","D000544","alzheimer's disease","DB01254","Dasatinib",0.832369804382324
"DB04216","Quercetin","D060825","deterioration, mental","DB01254","Dasatinib",0.774586915969849
"DB01109","Heparin","D007674","kidney diseases","DB00682","Warfarin",0.666015326976776
"DB00218","Moxifloxacin","D011014","pneumonia","DB00601","Linezolid",0.7695192694664
"DB00415","Ampicillin","D011014","pneumonia","DB09324","Sulbactam",0.875440537929535
"DB09324","Sulbactam","D011014","pneumonia","DB00415","Ampicillin",0.875440537929535
"DB11760","Talazoparib","D007938","leukemia","DB01262","Decitabine",0.759661734104156
"DB00570","Vinblastine","D008175","lung neoplasms","DB00515","Cisplatin",0.804055631160736
"DB00570","Vinblastine","D002289","non-small cell lung carcinoma","DB00515","Cisplatin",0.668068647384644
"DB00305","Mitomycin","D008175","lung neoplasms","DB00965","Ethiodized oil",0.901078760623932
"DB00305","Mitomycin","D002289","non-small cell lung carcinoma","DB00965","Ethiodized oil",0.848922073841095
"DB00305","Mitomycin","D002289","non-small cell lung carcinoma","DB00515","Cisplatin",0.133652493357658
"DB00316","Acetaminophen","D014947","wounds","DB00497","Oxycodone",0.700189411640167
"DB00316","Acetaminophen","D014947","wounds","DB01050","Ibuprofen",0.642792880535126
"DB00316","Acetaminophen","D014947","wounds","DB01200","Bromocriptine",0.638601243495941
"DB00316","Acetaminophen","D012253","rib fractures","DB00297","Bupivacaine",0.653860747814178
"DB01050","Ibuprofen","D014947","wounds","DB00316","Acetaminophen",0.642792880535126
"DB01050","Ibuprofen","D014947","wounds","DB06751","Drotaverine",0.48357480764389
"DB01050","Ibuprofen","D014947","wounds","DB00327","Hydromorphone",0.319153159856796
"DB00586","Diclofenac","D014947","wounds","DB01628","Etoricoxib",0.741578340530396
"DB00295","Morphine","D014947","wounds","DB00316","Acetaminophen",0.582734048366547
"DB00295","Morphine","D014947","wounds","DB00297","Bupivacaine",0.568309605121613
"DB00295","Morphine","D014947","wounds","DB00230","Pregabalin",0.506623148918152
"DB00497","Oxycodone","D014947","wounds","DB00316","Acetaminophen",0.700189411640167
"DB00497","Oxycodone","D014947","wounds","DB00230","Pregabalin",0.343842327594757
"DB00497","Oxycodone","D014947","wounds","DB00448","Lansoprazole",0.14421135187149
"DB00193","Tramadol","D014947","wounds","DB06774","Capsaicin",0.750035762786865
"DB00193","Tramadol","D014947","wounds","DB00316","Acetaminophen",0.619945406913757
"DB00193","Tramadol","D014947","wounds","DB00203","Sildenafil",0.361835449934006
"DB05679","Ustekinumab","D015535","arthritis, psoriatic","DB00563","Methotrexate",0.518290579319
"DB00586","Diclofenac","D006261","headache","DB00683","Midazolam",0.468709796667099
"DB00586","Diclofenac","D006261","headache","DB00281","Lidocaine",0.119559690356255
"DB00818","Propofol","D003324","coronary arteriosclerosis","DB00899","Remifentanil",0.688113570213318
"DB00316","Acetaminophen","D007889","fibroid tumor","DB01050","Ibuprofen",0.292626649141312
"DB00316","Acetaminophen","D047708","myofibroma","DB01050","Ibuprofen",0.779602587223053
"DB00316","Acetaminophen","D062788","adenomyosis","DB01050","Ibuprofen",0.585399806499481
"DB00316","Acetaminophen","D000073818","pain, procedural","DB01050","Ibuprofen",0.694767892360687
"DB01050","Ibuprofen","D007889","fibroid tumor","DB00316","Acetaminophen",0.292626649141312
"DB01050","Ibuprofen","D047708","myofibroma","DB00316","Acetaminophen",0.779602587223053
"DB01050","Ibuprofen","D062788","adenomyosis","DB00316","Acetaminophen",0.585399806499481
"DB01050","Ibuprofen","D000073818","pain, procedural","DB00316","Acetaminophen",0.694767892360687
"DB01109","Heparin","D009203","myocardial infarction","DB00006","Bivalirudin",0.857950270175934
"DB01109","Heparin","D009203","myocardial infarction","DB00063","Eptifibatide",0.793816864490509
"DB01109","Heparin","D009203","myocardial infarction","DB00031","Tenecteplase",0.779397964477539
"DB01109","Heparin","D000787","angina pectoris","DB00063","Eptifibatide",0.785641431808472
"DB01109","Heparin","D000789","angina, unstable","DB00063","Eptifibatide",0.827439486980438
"DB01109","Heparin","D007238","infarction","DB00006","Bivalirudin",0.910123467445374
"DB01109","Heparin","D007238","infarction","DB06605","Apixaban",0.905838668346405
"DB01109","Heparin","D007238","infarction","DB00031","Tenecteplase",0.875376403331757
"DB00227","Lovastatin","D008545","melanoma","DB00105","Interferon alfa-2b",0.855033159255981
"DB00571","Propranolol","D040921","stress disorders, traumatic","DB00457","Prazosin",0.706922590732574
"DB11771","Tremelimumab","D008545","melanoma","DB11714","Durvalumab",0.832251727581024
"DB00635","Prednisone","D005921","glomerulonephritis","DB00864","Tacrolimus",0.728993594646454
"DB00635","Prednisone","D005921","glomerulonephritis","DB00688","Mycophenolate mofetil",0.701628923416138
"DB00635","Prednisone","D005921","glomerulonephritis","DB00531","Cyclophosphamide",0.621696412563324
"DB01001","Albuterol","D056151","airway remodeling","DB00332","Ipratropium",0.843550860881805
"DB00422","Methylphenidate","D000437","alcohol use disorder","DB00898","Ethanol",0.789407253265381
"DB00422","Methylphenidate","D000428","consumption, alcohol","DB00898","Ethanol",0.909990787506104
"DB00571","Propranolol","D009369","malignant neoplasms","DB00749","Etodolac",0.852470636367798
"DB00571","Propranolol","D009369","malignant neoplasms","DB01268","Sunitinib",0.841140449047089
"DB00571","Propranolol","D009369","malignant neoplasms","DB00704","Naltrexone",0.800360560417175
"DB00571","Propranolol","D001943","malignant neoplasm of breast","DB00860","Prednisolone",0.119282610714436
"DB00571","Propranolol","D008545","melanoma","DB00704","Naltrexone",0.817702531814575
"DB00571","Propranolol","D000077216","carcinoma, ovarian epithelial","DB00749","Etodolac",0.838927745819092
"DB00497","Oxycodone","D007410","intestinal diseases","DB00633","Dexmedetomidine",0.401523560285568
"DB00497","Oxycodone","D007410","intestinal diseases","DB00899","Remifentanil",0.250071436166763
"DB00497","Oxycodone","D007410","intestinal diseases","DB00316","Acetaminophen",0.115191094577312
"DB00497","Oxycodone","D000079689","opioid-induced constipation","DB01183","Naloxone",0.77072137594223
"DB01183","Naloxone","D000079689","opioid-induced constipation","DB00497","Oxycodone",0.77072137594223
"DB00472","Fluoxetine","D057215","body dysmorphic disorders","DB00514","Dextromethorphan",0.807051360607147
"DB00612","Bisoprolol","D001943","malignant neoplasm of breast","DB00178","Ramipril",0.764410138130188
"DB00790","Perindopril","D002318","cardiovascular diseases","DB00808","Indapamide",0.842506766319275
"DB01590","Everolimus","D009455","neurofibroma","DB00112","Bevacizumab",0.613880276679993
"DB09559","Necitumumab","D008175","lung neoplasms","DB09330","Osimertinib",0.974318563938141
"DB09559","Necitumumab","D008175","lung neoplasms","DB09037","Pembrolizumab",0.897567927837372
"DB09559","Necitumumab","D002289","non-small cell lung carcinoma","DB09330","Osimertinib",0.97029185295105
"DB09559","Necitumumab","D002289","non-small cell lung carcinoma","DB09037","Pembrolizumab",0.861716985702515
"DB00443","Betamethasone","D008010","lichen planus","DB00811","Ribavirin",0.583820879459381
"DB00196","Fluconazole","D003047","coccidioidomycosis","DB01099","Flucytosine",0.221998155117035
"DB00196","Fluconazole","D003047","coccidioidomycosis","DB01104","Sertraline",0.100909136235714
"DB01264","Darunavir","D000163","acquired immunodeficiency syndrome","DB09065","Cobicistat",0.909803152084351
"DB01264","Darunavir","D000163","acquired immunodeficiency syndrome","DB00503","Ritonavir",0.90167111158371
"DB11586","Asunaprevir","D007239","infection","DB00811","Ribavirin",0.851840972900391
"DB11586","Asunaprevir","D003141","communicable diseases","DB00811","Ribavirin",0.822609007358551
"DB11586","Asunaprevir","D006526","hepatitis c","DB00811","Ribavirin",0.77225524187088
"DB11586","Asunaprevir","D006505","hepatitis","DB00811","Ribavirin",0.86840283870697
"DB00531","Cyclophosphamide","D001005","anus neoplasms","DB01073","Fludarabine",0.548158168792725
"DB00531","Cyclophosphamide","D006258","head and neck neoplasms","DB01073","Fludarabine",0.748298645019531
"DB00531","Cyclophosphamide","D006258","head and neck neoplasms","DB00482","Celecoxib",0.696907639503479
"DB00531","Cyclophosphamide","D006258","head and neck neoplasms","DB00002","Cetuximab",0.663792610168457
"DB11714","Durvalumab","D012509","sarcoma, epithelioid","DB11771","Tremelimumab",0.816165924072266
"DB11714","Durvalumab","D012509","sarcoma, epithelioid","DB09074","Olaparib",0.452397704124451
"DB11771","Tremelimumab","D012509","sarcoma, epithelioid","DB11714","Durvalumab",0.816165924072266
"DB01268","Sunitinib","D007680","kidney neoplasm","DB11771","Tremelimumab",0.902375221252441
"DB01268","Sunitinib","D007680","kidney neoplasm","DB06626","Axitinib",0.897963106632233
"DB01268","Sunitinib","D007680","kidney neoplasm","DB00571","Propranolol",0.883763134479523
"DB01273","Varenicline","D012559","schizophrenia","DB06151","Acetylcysteine",0.228025555610657
"DB01012","Cinacalcet","D007674","kidney diseases","DB06285","Teriparatide",0.902363836765289
"DB01060","Amoxicillin","D011014","pneumonia","DB00766","Clavulanic acid",0.805078506469727
"DB01060","Amoxicillin","D011014","pneumonia","DB00535","Cefdinir",0.759224951267242
"DB01060","Amoxicillin","D011014","pneumonia","DB01045","Rifampin",0.206415444612503
"DB06817","Raltegravir","D000163","acquired immunodeficiency syndrome","DB01601","Lopinavir",0.871374487876892
"DB06817","Raltegravir","D000163","acquired immunodeficiency syndrome","DB01072","Atazanavir",0.838700711727142
"DB06817","Raltegravir","D000163","acquired immunodeficiency syndrome","DB00555","Lamotrigine",0.419398933649063
"DB00193","Tramadol","D059350","pain, chronic","DB00321","Amitriptyline",0.145304456353188
"DB14922","Tislelizumab","D008228","reticulosarcoma","DB15035","Zanubrutinib",0.960273802280426
"DB14922","Tislelizumab","D008228","reticulosarcoma","DB00642","Pemetrexed",0.894596457481384
"DB00073","Rituximab","D000092122","disease, chronic graft-versus-host","DB09053","Ibrutinib",0.653830826282501
"DB00073","Rituximab","D000092122","disease, chronic graft-versus-host","DB00091","Cyclosporine",0.553172945976257
"DB00073","Rituximab","D006086","graft-vs-host disease","DB00091","Cyclosporine",0.373877197504044
"DB00073","Rituximab","D006086","graft-vs-host disease","DB09053","Ibrutinib",0.354235142469406
"DB00073","Rituximab","D006086","graft-vs-host disease","DB00188","Bortezomib",0.104501262307167
"DB00367","Levonorgestrel","D004714","endometrial hyperplasia","DB00331","Metformin",0.593670308589935
"DB00367","Levonorgestrel","D006965","hyperplasia","DB15171","Tirzepatide",0.711712121963501
"DB00367","Levonorgestrel","D006965","hyperplasia","DB00331","Metformin",0.418527007102966
"DB01254","Dasatinib","D054198","lymphoblastic leukemia, acute, childhood","DB12597","Asciminib",0.968777000904083
"DB01254","Dasatinib","D054198","lymphoblastic leukemia, acute, childhood","DB09052","Blinatumomab",0.587814688682556
"DB01254","Dasatinib","D054198","lymphoblastic leukemia, acute, childhood","DB01262","Decitabine",0.1131501942873
"DB00006","Bivalirudin","D002318","cardiovascular diseases","DB06209","Prasugrel",0.944783389568329
"DB00006","Bivalirudin","D002318","cardiovascular diseases","DB01109","Heparin",0.921841561794281
"DB00683","Midazolam","D001930","injuries, acute brain","DB00653","Magnesium sulfate",0.710759580135345
"DB00683","Midazolam","D001930","injuries, acute brain","DB00633","Dexmedetomidine",0.554099380970001
"DB00683","Midazolam","D001930","injuries, acute brain","DB00813","Fentanyl",0.381998181343079
