"drug1_id","drug1_name","drug2_id","drug2_name","condition_id","condition_name","scores"
"DB01394","Colchicine","DB04854","Febuxostat","D008107","diseases, liver",0.8109906
"DB01072","Atazanavir","DB06817","Raltegravir","D008107","diseases, liver",0.7474049
"DB00005","Etanercept","DB09033","Vedolizumab","D008107","diseases, liver",0.70503616
"DB00002","Cetuximab","DB00398","Sorafenib","D008107","diseases, liver",0.66913056
"DB00916","Metronidazole","DB00994","Neomycin","D008107","diseases, liver",0.6675252
"DB00065","Infliximab","DB09033","Vedolizumab","D008107","diseases, liver",0.66464865
"DB00072","Trastuzumab","DB06366","Pertuzumab","D008107","diseases, liver",0.6483771
"DB00398","Sorafenib","DB08881","Vemurafenib","D008107","diseases, liver",0.5907164
"DB00612","Bisoprolol","DB00264","Metoprolol","D008107","diseases, liver",0.56140304
"DB01101","Capecitabine","DB00853","Temozolomide","D008107","diseases, liver",0.5507669
"DB01220","Rifaximin","DB06151","Acetylcysteine","D008107","diseases, liver",0.5496539
"DB00512","Vancomycin","DB00601","Linezolid","D008107","diseases, liver",0.54515153
"DB06605","Apixaban","DB06228","Rivaroxaban","D008107","diseases, liver",0.5335153
"DB00008","Peginterferon alfa-2a","DB00034","Interferon alfa-2a","D008107","diseases, liver",0.518839
"DB00921","Buprenorphine","DB01183","Naloxone","D008107","diseases, liver",0.51780355
"DB01220","Rifaximin","DB00994","Neomycin","D008107","diseases, liver",0.5158859
"DB00503","Ritonavir","DB16691","Nirmatrelvir","D008107","diseases, liver",0.51014245
"DB01222","Budesonide","DB00471","Montelukast","D008107","diseases, liver",0.5088454
"DB00544","Fluorouracil","DB00526","Oxaliplatin","D008107","diseases, liver",0.49968788
"DB00515","Cisplatin","DB00441","Gemcitabine","D008107","diseases, liver",0.4963856
"DB00683","Midazolam","DB00818","Propofol","D008107","diseases, liver",0.48557177
"DB00684","Tobramycin","DB00438","Ceftazidime","D008107","diseases, liver",0.4846873
"DB00396","Progesterone","DB00783","Estradiol","D008107","diseases, liver",0.48119208
"DB00709","Lamivudine","DB00649","Stavudine","D008107","diseases, liver",0.47868255
"DB00043","Omalizumab","DB01167","Itraconazole","D008107","diseases, liver",0.47210804
"DB00512","Vancomycin","DB00438","Ceftazidime","D008107","diseases, liver",0.44975206
"DB00316","Acetaminophen","DB01050","Ibuprofen","D008107","diseases, liver",0.43951896
"DB00316","Acetaminophen","DB00497","Oxycodone","D008107","diseases, liver",0.4370391
"DB01101","Capecitabine","DB09078","Lenvatinib","D008107","diseases, liver",0.42145535
"DB00904","Ondansetron","DB00581","Lactulose","D008107","diseases, liver",0.4184918
"DB00916","Metronidazole","DB01212","Ceftriaxone","D008107","diseases, liver",0.40580416
"DB00783","Estradiol","DB00421","Spironolactone","D008107","diseases, liver",0.40387028
"DB09037","Pembrolizumab","DB06626","Axitinib","D008107","diseases, liver",0.40263954
"DB00264","Metoprolol","DB00343","Diltiazem","D008107","diseases, liver",0.40038857
"DB00443","Betamethasone","DB00455","Loratadine","D008107","diseases, liver",0.39277926
"DB01001","Albuterol","DB00986","Glycopyrronium","D008107","diseases, liver",0.39209375
"DB00300","Tenofovir disoproxil","DB00879","Emtricitabine","D008107","diseases, liver",0.38994598
"DB01611","Hydroxychloroquine","DB00608","Chloroquine","D008107","diseases, liver",0.38671115
"DB00818","Propofol","DB00899","Remifentanil","D008107","diseases, liver",0.37874836
"DB00653","Magnesium sulfate","DB00818","Propofol","D008107","diseases, liver",0.37599713
"DB14126","Tenofovir","DB06817","Raltegravir","D008107","diseases, liver",0.37379286
"DB00916","Metronidazole","DB00512","Vancomycin","D008107","diseases, liver",0.3553845
"DB00760","Meropenem","DB00601","Linezolid","D008107","diseases, liver",0.3511116
"DB00526","Oxaliplatin","DB00293","Raltitrexed","D008107","diseases, liver",0.3485931
"DB00722","Lisinopril","DB00264","Metoprolol","D008107","diseases, liver",0.34856635
"DB01109","Heparin","DB00682","Warfarin","D008107","diseases, liver",0.34756598
"DB11595","Atezolizumab","DB00220","Nelfinavir","D008107","diseases, liver",0.3464565
"DB11714","Durvalumab","DB00928","Azacitidine","D008107","diseases, liver",0.33801663
"DB01248","Docetaxel","DB00441","Gemcitabine","D008107","diseases, liver",0.32996556
"DB00515","Cisplatin","DB00544","Fluorouracil","D008107","diseases, liver",0.31651756
"DB00281","Lidocaine","DB00540","Nortriptyline","D008107","diseases, liver",0.31486958
"DB01606","Tazobactam","DB00319","Piperacillin","D008107","diseases, liver",0.31432402
"DB00650","Leucovorin","DB00205","Pyrimethamine","D008107","diseases, liver",0.3143033
"DB00762","Irinotecan","DB00853","Temozolomide","D008107","diseases, liver",0.30227718
"DB00916","Metronidazole","DB00567","Cephalexin","D008107","diseases, liver",0.29182082
"DB00415","Ampicillin","DB00798","Gentamicin","D008107","diseases, liver",0.2883039
"DB08895","Tofacitinib","DB09033","Vedolizumab","D008107","diseases, liver",0.28752387
"DB08816","Ticagrelor","DB06209","Prasugrel","D008107","diseases, liver",0.28567347
"DB06228","Rivaroxaban","DB06695","Dabigatran etexilate","D008107","diseases, liver",0.2854052
"DB00601","Linezolid","DB14879","Cefiderocol","D008107","diseases, liver",0.28391355
"DB00512","Vancomycin","DB00355","Aztreonam","D008107","diseases, liver",0.278507
"DB00818","Propofol","DB01189","Desflurane","D008107","diseases, liver",0.27467015
"DB01221","Ketamine","DB00704","Naltrexone","D008107","diseases, liver",0.27422318
"DB00515","Cisplatin","DB01248","Docetaxel","D008107","diseases, liver",0.2681673
"DB00470","Dronabinol","DB09061","Cannabidiol","D008107","diseases, liver",0.26717377
"DB01060","Amoxicillin","DB00736","Esomeprazole","D008107","diseases, liver",0.26666677
"DB00316","Acetaminophen","DB00327","Hydromorphone","D008107","diseases, liver",0.2641864
"DB01101","Capecitabine","DB00762","Irinotecan","D008107","diseases, liver",0.26381698
"DB01611","Hydroxychloroquine","DB08911","Trametinib","D008107","diseases, liver",0.26290864
"DB04572","Thiotepa","DB01073","Fludarabine","D008107","diseases, liver",0.25764126
"DB00331","Metformin","DB00602","Ivermectin","D008107","diseases, liver",0.25309476
"DB00051","Adalimumab","DB01294","Bismuth subsalicylate","D008107","diseases, liver",0.24863133
"DB00482","Celecoxib","DB00105","Interferon alfa-2b","D008107","diseases, liver",0.24558716
"DB00650","Leucovorin","DB00544","Fluorouracil","D008107","diseases, liver",0.24294174
"DB09037","Pembrolizumab","DB00928","Azacitidine","D008107","diseases, liver",0.23939595
"DB00515","Cisplatin","DB01229","Paclitaxel","D008107","diseases, liver",0.23704244
"DB00916","Metronidazole","DB01060","Amoxicillin","D008107","diseases, liver",0.23518766
"DB11714","Durvalumab","DB09053","Ibrutinib","D008107","diseases, liver",0.2337275
"DB00331","Metformin","DB00641","Simvastatin","D008107","diseases, liver",0.22883426
"DB01220","Rifaximin","DB00993","Azathioprine","D008107","diseases, liver",0.22487123
"DB00641","Simvastatin","DB00973","Ezetimibe","D008107","diseases, liver",0.22313888
"DB00515","Cisplatin","DB00317","Gefitinib","D008107","diseases, liver",0.22312292
"DB00544","Fluorouracil","DB00398","Sorafenib","D008107","diseases, liver",0.21497203
"DB00878","Chlorhexidine","DB00410","Mupirocin","D008107","diseases, liver",0.21434505
"DB00760","Meropenem","DB00438","Ceftazidime","D008107","diseases, liver",0.21425334
"DB00760","Meropenem","DB01137","Levofloxacin","D008107","diseases, liver",0.213905
"DB00381","Amlodipine","DB00722","Lisinopril","D008107","diseases, liver",0.2119432
"DB00916","Metronidazole","DB00537","Ciprofloxacin","D008107","diseases, liver",0.20482396
"DB01181","Ifosfamide","DB00993","Azathioprine","D008107","diseases, liver",0.20392446
"DB01598","Imipenem","DB01597","Cilastatin","D008107","diseases, liver",0.20236896
"DB00650","Leucovorin","DB08885","Aflibercept","D008107","diseases, liver",0.20161542
"DB00196","Fluconazole","DB00238","Nevirapine","D008107","diseases, liver",0.20086919
"DB00762","Irinotecan","DB00526","Oxaliplatin","D008107","diseases, liver",0.19678384
"DB00958","Carboplatin","DB01229","Paclitaxel","D008107","diseases, liver",0.19286077
"DB00441","Gemcitabine","DB06626","Axitinib","D008107","diseases, liver",0.1928119
"DB00495","Zidovudine","DB00649","Stavudine","D008107","diseases, liver",0.19124225
"DB09035","Nivolumab","DB06287","Temsirolimus","D008107","diseases, liver",0.18495026
"DB00531","Cyclophosphamide","DB00480","Lenalidomide","D008107","diseases, liver",0.178119
"DB00512","Vancomycin","DB00684","Tobramycin","D008107","diseases, liver",0.17406344
"DB00959","Methylprednisolone","DB00635","Prednisone","D008107","diseases, liver",0.1731562
"DB01409","Tiotropium","DB00938","Salmeterol","D008107","diseases, liver",0.16811079
"DB00051","Adalimumab","DB00065","Infliximab","D008107","diseases, liver",0.16614567
"DB00515","Cisplatin","DB00112","Bevacizumab","D008107","diseases, liver",0.16505036
"DB01137","Levofloxacin","DB01045","Rifampin","D008107","diseases, liver",0.16177075
"DB00497","Oxycodone","DB01183","Naloxone","D008107","diseases, liver",0.16007559
"DB00688","Mycophenolate mofetil","DB00091","Cyclosporine","D008107","diseases, liver",0.1537297
"DB01229","Paclitaxel","DB05578","Ramucirumab","D008107","diseases, liver",0.15059453
"DB00281","Lidocaine","DB00818","Propofol","D008107","diseases, liver",0.15048717
"DB09073","Palbociclib","DB08916","Afatinib","D008107","diseases, liver",0.1492725
"DB00841","Dobutamine","DB06213","Regadenoson","D008107","diseases, liver",0.14480136
"DB00007","Leuprolide","DB00499","Flutamide","D008107","diseases, liver",0.14424524
"DB00668","Epinephrine","DB00043","Omalizumab","D008107","diseases, liver",0.14404726
"DB00112","Bevacizumab","DB00398","Sorafenib","D008107","diseases, liver",0.14278612
"DB00316","Acetaminophen","DB06151","Acetylcysteine","D008107","diseases, liver",0.1419369
"DB00542","Benazepril","DB01611","Hydroxychloroquine","D008107","diseases, liver",0.14170982
"DB01261","Sitagliptin","DB01067","Glipizide","D008107","diseases, liver",0.1400934
"DB11714","Durvalumab","DB00002","Cetuximab","D008107","diseases, liver",0.1397678
"DB00965","Ethiodized oil","DB00305","Mitomycin","D008107","diseases, liver",0.13834484
"DB00331","Metformin","DB00736","Esomeprazole","D008107","diseases, liver",0.13525444
"DB00497","Oxycodone","DB00295","Morphine","D008107","diseases, liver",0.13382348
"DB01248","Docetaxel","DB09037","Pembrolizumab","D008107","diseases, liver",0.13111207
"DB01248","Docetaxel","DB01101","Capecitabine","D008107","diseases, liver",0.13035749
"DB00441","Gemcitabine","DB00526","Oxaliplatin","D008107","diseases, liver",0.12988162
"DB00515","Cisplatin","DB00331","Metformin","D008107","diseases, liver",0.12825671
"DB00619","Imatinib","DB01590","Everolimus","D008107","diseases, liver",0.12812245
"DB00650","Leucovorin","DB01234","Dexamethasone","D008107","diseases, liver",0.12715977
"DB00537","Ciprofloxacin","DB00254","Doxycycline","D008107","diseases, liver",0.12679689
"DB00899","Remifentanil","DB01189","Desflurane","D008107","diseases, liver",0.12671013
"DB00203","Sildenafil","DB00820","Tadalafil","D008107","diseases, liver",0.1267044
"DB06151","Acetylcysteine","DB08826","Deferiprone","D008107","diseases, liver",0.12653421
"DB11580","Ravulizumab","DB01257","Eculizumab","D008107","diseases, liver",0.12474301
"DB01101","Capecitabine","DB00441","Gemcitabine","D008107","diseases, liver",0.12473894
"DB01136","Carvedilol","DB00264","Metoprolol","D008107","diseases, liver",0.1233674
"DB00515","Cisplatin","DB00398","Sorafenib","D008107","diseases, liver",0.12262217
"DB01212","Ceftriaxone","DB01165","Ofloxacin","D008107","diseases, liver",0.11971136
"DB09035","Nivolumab","DB09331","Daratumumab","D008107","diseases, liver",0.11945507
"DB00415","Ampicillin","DB09324","Sulbactam","D008107","diseases, liver",0.11841127
"DB00537","Ciprofloxacin","DB01220","Rifaximin","D008107","diseases, liver",0.11568737
"DB00091","Cyclosporine","DB00993","Azathioprine","D008107","diseases, liver",0.115315415
"DB00916","Metronidazole","DB00438","Ceftazidime","D008107","diseases, liver",0.11203865
"DB09074","Olaparib","DB00112","Bevacizumab","D008107","diseases, liver",0.110599846
"DB00530","Erlotinib","DB00605","Sulindac","D008107","diseases, liver",0.109458156
"DB01262","Decitabine","DB00105","Interferon alfa-2b","D008107","diseases, liver",0.10917284
"DB01101","Capecitabine","DB00305","Mitomycin","D008107","diseases, liver",0.10762259
"DB01076","Atorvastatin","DB00806","Pentoxifylline","D008107","diseases, liver",0.10750501
"DB09078","Lenvatinib","DB01590","Everolimus","D008107","diseases, liver",0.10654544
"DB00515","Cisplatin","DB12172","Nimorazole","D008107","diseases, liver",0.105510555
"DB00530","Erlotinib","DB08911","Trametinib","D008107","diseases, liver",0.10468252
"DB00709","Lamivudine","DB06817","Raltegravir","D008107","diseases, liver",0.104368314
"DB01109","Heparin","DB01225","Enoxaparin","D008107","diseases, liver",0.104202084
"DB00112","Bevacizumab","DB00002","Cetuximab","D008107","diseases, liver",0.10417444
"DB00515","Cisplatin","DB00305","Mitomycin","D008107","diseases, liver",0.10400765
"DB00002","Cetuximab","DB06287","Temsirolimus","D008107","diseases, liver",0.10358743
"DB00916","Metronidazole","DB00993","Azathioprine","D008107","diseases, liver",0.103513844
"DB00518","Albendazole","DB01058","Praziquantel","D008107","diseases, liver",0.102791056
"DB01073","Fludarabine","DB01008","Busulfan","D008107","diseases, liver",0.10256991
"DB00531","Cyclophosphamide","DB06769","Bendamustine","D008107","diseases, liver",0.10158925
"DB00762","Irinotecan","DB00112","Bevacizumab","D008107","diseases, liver",0.10108487
"DB00877","Sirolimus","DB00091","Cyclosporine","D008107","diseases, liver",0.100848414
"DB00331","Metformin","DB00367","Levonorgestrel","D008107","diseases, liver",0.10067859
"DB00177","Valsartan","DB01611","Hydroxychloroquine","D008107","diseases, liver",0.100344345
"DB01006","Letrozole","DB01590","Everolimus","D008107","diseases, liver",0.10023553
"DB01606","Tazobactam","DB09050","Ceftolozane","D012772","shock, endotoxic",0.60532874
"DB00512","Vancomycin","DB00479","Amikacin","D012772","shock, endotoxic",0.5678332
"DB09099","Somatostatin","DB00104","Octreotide","D012772","shock, endotoxic",0.25732422
"DB01060","Amoxicillin","DB00766","Clavulanic acid","D012772","shock, endotoxic",0.202391
"DB01327","Cefazolin","DB00479","Amikacin","D012772","shock, endotoxic",0.13659692
"DB00760","Meropenem","DB00803","Colistin","D012772","shock, endotoxic",0.1289834
"DB01211","Clarithromycin","DB01327","Cefazolin","D012772","shock, endotoxic",0.1185795
"DB01222","Budesonide","DB09113","Poractant alfa","D012772","shock, endotoxic",0.10993778
"DB00438","Ceftazidime","DB09060","Avibactam","D012772","shock, endotoxic",0.102642275
"DB01060","Amoxicillin","DB00766","Clavulanic acid","D012769","hypovolemic shock",0.6831899
"DB00080","Daptomycin","DB06590","Ceftaroline fosamil","D012769","hypovolemic shock",0.40779614
"DB00758","Clopidogrel","DB08816","Ticagrelor","D012769","hypovolemic shock",0.29663295
"DB01234","Dexamethasone","DB00331","Metformin","D012769","hypovolemic shock",0.26254123
"DB01109","Heparin","DB00278","Argatroban","D012769","hypovolemic shock",0.25619048
"DB00009","Alteplase","DB00278","Argatroban","D012769","hypovolemic shock",0.23421681
"DB00653","Magnesium sulfate","DB00633","Dexmedetomidine","D012769","hypovolemic shock",0.2180959
"DB00512","Vancomycin","DB00479","Amikacin","D012769","hypovolemic shock",0.18789996
"DB00316","Acetaminophen","DB01050","Ibuprofen","D012769","hypovolemic shock",0.186738
"DB01075","Diphenhydramine","DB00450","Droperidol","D012769","hypovolemic shock",0.17985971
"DB00758","Clopidogrel","DB06209","Prasugrel","D012769","hypovolemic shock",0.17943783
"DB00187","Esmolol","DB00235","Milrinone","D012769","hypovolemic shock",0.17927296
"DB00438","Ceftazidime","DB09060","Avibactam","D012769","hypovolemic shock",0.17543425
"DB00559","Bosentan","DB00770","Alprostadil","D012769","hypovolemic shock",0.16695127
"DB00758","Clopidogrel","DB00031","Tenecteplase","D012769","hypovolemic shock",0.15726115
"DB00512","Vancomycin","DB01327","Cefazolin","D012769","hypovolemic shock",0.15028724
"DB01225","Enoxaparin","DB00031","Tenecteplase","D012769","hypovolemic shock",0.14217521
"DB00601","Linezolid","DB00218","Moxifloxacin","D012769","hypovolemic shock",0.13427463
"DB00635","Prednisone","DB00741","Hydrocortisone","D012769","hypovolemic shock",0.12225617
"DB00760","Meropenem","DB00438","Ceftazidime","D012769","hypovolemic shock",0.11092073
"DB00388","Phenylephrine","DB00368","Norepinephrine","D012769","hypovolemic shock",0.105154976
"DB00813","Fentanyl","DB00297","Bupivacaine","D012769","hypovolemic shock",0.10194593
"DB00441","Gemcitabine","DB00642","Pemetrexed","D000236","adenoma",0.589109
"DB00650","Leucovorin","DB00544","Fluorouracil","D000236","adenoma",0.55972886
"DB00515","Cisplatin","DB00305","Mitomycin","D000236","adenoma",0.5217195
"DB00762","Irinotecan","DB00526","Oxaliplatin","D000236","adenoma",0.51466626
"DB00526","Oxaliplatin","DB05578","Ramucirumab","D000236","adenoma",0.47138113
"DB00762","Irinotecan","DB05578","Ramucirumab","D000236","adenoma",0.42642024
"DB00072","Trastuzumab","DB06366","Pertuzumab","D000236","adenoma",0.3456179
"DB11595","Atezolizumab","DB00112","Bevacizumab","D000236","adenoma",0.2936456
"DB01101","Capecitabine","DB00526","Oxaliplatin","D000236","adenoma",0.26407486
"DB01101","Capecitabine","DB00441","Gemcitabine","D000236","adenoma",0.20963736
"DB00544","Fluorouracil","DB00305","Mitomycin","D000236","adenoma",0.17433995
"DB01229","Paclitaxel","DB00441","Gemcitabine","D000236","adenoma",0.14450924
"DB00958","Carboplatin","DB00441","Gemcitabine","D000236","adenoma",0.14065441
"DB00762","Irinotecan","DB00112","Bevacizumab","D000236","adenoma",0.117902234
"DB09037","Pembrolizumab","DB09074","Olaparib","D000236","adenoma",0.10998809
"DB00495","Zidovudine","DB00313","Valproic acid","D008228","reticulosarcoma",0.7957714
"DB05109","Trabectedin","DB11581","Venetoclax","D008228","reticulosarcoma",0.7937028
"DB00694","Daunorubicin","DB00059","Pegaspargase","D008228","reticulosarcoma",0.78070796
"DB03619","Deoxycholic acid","DB00681","Amphotericin B","D008228","reticulosarcoma",0.72965306
"DB02546","Vorinostat","DB00853","Temozolomide","D008228","reticulosarcoma",0.69381124
"DB09570","Ixazomib","DB00220","Nelfinavir","D008228","reticulosarcoma",0.5376326
"DB00642","Pemetrexed","DB15035","Zanubrutinib","D008228","reticulosarcoma",0.52241164
"DB09053","Ibrutinib","DB06650","Ofatumumab","D008228","reticulosarcoma",0.50580037
"DB09073","Palbociclib","DB00398","Sorafenib","D008228","reticulosarcoma",0.4517381
"DB00877","Sirolimus","DB00059","Pegaspargase","D008228","reticulosarcoma",0.44770637
"DB00020","Sargramostim","DB00552","Pentostatin","D008228","reticulosarcoma",0.440782
"DB06176","Romidepsin","DB01026","Ketoconazole","D008228","reticulosarcoma",0.40417168
"DB04572","Thiotepa","DB01042","Melphalan","D008228","reticulosarcoma",0.38910675
"DB00503","Ritonavir","DB01601","Lopinavir","D008228","reticulosarcoma",0.37006718
"DB00877","Sirolimus","DB00864","Tacrolimus","D008228","reticulosarcoma",0.35484406
"DB09037","Pembrolizumab","DB00928","Azacitidine","D008228","reticulosarcoma",0.34803325
"DB09054","Idelalisib","DB01294","Bismuth subsalicylate","D008228","reticulosarcoma",0.34369698
"DB01041","Thalidomide","DB00480","Lenalidomide","D008228","reticulosarcoma",0.31046918
"DB04572","Thiotepa","DB01073","Fludarabine","D008228","reticulosarcoma",0.3035773
"DB11581","Venetoclax","DB04865","Omacetaxine mepesuccinate","D008228","reticulosarcoma",0.26413792
"DB00619","Imatinib","DB12597","Asciminib","D008228","reticulosarcoma",0.25855866
"DB00928","Azacitidine","DB05015","Belinostat","D008228","reticulosarcoma",0.25035492
"DB01610","Valganciclovir","DB01004","Ganciclovir","D008228","reticulosarcoma",0.22507511
"DB00531","Cyclophosphamide","DB00552","Pentostatin","D008228","reticulosarcoma",0.22308284
"DB01042","Melphalan","DB01008","Busulfan","D008228","reticulosarcoma",0.2147247
"DB01234","Dexamethasone","DB08910","Pomalidomide","D008228","reticulosarcoma",0.20124596
"DB11595","Atezolizumab","DB11581","Venetoclax","D008228","reticulosarcoma",0.18631694
"DB09052","Blinatumomab","DB12597","Asciminib","D008228","reticulosarcoma",0.1742367
"DB01041","Thalidomide","DB00073","Rituximab","D008228","reticulosarcoma",0.16602142
"DB00531","Cyclophosphamide","DB00959","Methylprednisolone","D008228","reticulosarcoma",0.16019638
"DB00531","Cyclophosphamide","DB00482","Celecoxib","D008228","reticulosarcoma",0.15815496
"DB08935","Obinutuzumab","DB00291","Chlorambucil","D008228","reticulosarcoma",0.15308568
"DB00515","Cisplatin","DB00773","Etoposide","D008228","reticulosarcoma",0.140997
"DB01073","Fludarabine","DB09053","Ibrutinib","D008228","reticulosarcoma",0.12901695
"DB00073","Rituximab","DB00242","Cladribine","D008228","reticulosarcoma",0.12228075
"DB01229","Paclitaxel","DB00441","Gemcitabine","D008228","reticulosarcoma",0.11609237
"DB09035","Nivolumab","DB00570","Vinblastine","D008228","reticulosarcoma",0.107166536
"DB00087","Alemtuzumab","DB06769","Bendamustine","D008228","reticulosarcoma",0.105678774
"DB00338","Omeprazole","DB15305","Risdiplam","D001927","brain diseases",0.9844594
"DB00740","Riluzole","DB12243","Edaravone","D001927","brain diseases",0.91735905
"DB01167","Itraconazole","DB15305","Risdiplam","D001927","brain diseases",0.87972903
"DB00683","Midazolam","DB15305","Risdiplam","D001927","brain diseases",0.853734
"DB01075","Diphenhydramine","DB00450","Droperidol","D001927","brain diseases",0.83257955
"DB00958","Carboplatin","DB00570","Vinblastine","D001927","brain diseases",0.7877287
"DB00252","Phenytoin","DB01320","Fosphenytoin","D001927","brain diseases",0.7866621
"DB00567","Cephalexin","DB01140","Cefadroxil","D001927","brain diseases",0.78185034
"DB00281","Lidocaine","DB00514","Dextromethorphan","D001927","brain diseases",0.77025723
"DB00470","Dronabinol","DB09061","Cannabidiol","D001927","brain diseases",0.7613493
"DB00477","Chlorpromazine","DB00502","Haloperidol","D001927","brain diseases",0.7577331
"DB01043","Memantine","DB00740","Riluzole","D001927","brain diseases",0.74878645
"DB00285","Venlafaxine","DB00402","Eszopiclone","D001927","brain diseases",0.7486104
"DB00904","Ondansetron","DB00708","Sufentanil","D001927","brain diseases",0.7471009
"DB00497","Oxycodone","DB00230","Pregabalin","D001927","brain diseases",0.7414249
"DB00813","Fentanyl","DB00633","Dexmedetomidine","D001927","brain diseases",0.73685974
"DB00083","Botulinum toxin type A","DB01093","Dimethyl sulfoxide","D001927","brain diseases",0.73612833
"DB00313","Valproic acid","DB00502","Haloperidol","D001927","brain diseases",0.72412467
"DB00281","Lidocaine","DB01018","Guanfacine","D001927","brain diseases",0.7136026
"DB00899","Remifentanil","DB01236","Sevoflurane","D001927","brain diseases",0.6914702
"DB01221","Ketamine","DB00818","Propofol","D001927","brain diseases",0.6819068
"DB00201","Caffeine","DB00683","Midazolam","D001927","brain diseases",0.68105
"DB00333","Methadone","DB01174","Phenobarbital","D001927","brain diseases",0.67767465
"DB00203","Sildenafil","DB00820","Tadalafil","D001927","brain diseases",0.67028785
"DB00296","Ropivacaine","DB01236","Sevoflurane","D001927","brain diseases",0.66551495
"DB00563","Methotrexate","DB00570","Vinblastine","D001927","brain diseases",0.6531365
"DB01017","Minocycline","DB01111","Colistimethate","D001927","brain diseases",0.6498633
"DB01018","Guanfacine","DB00999","Hydrochlorothiazide","D001927","brain diseases",0.6474404
"DB09078","Lenvatinib","DB01590","Everolimus","D001927","brain diseases",0.6437214
"DB00422","Methylphenidate","DB00575","Clonidine","D001927","brain diseases",0.6349788
"DB00476","Duloxetine","DB00230","Pregabalin","D001927","brain diseases",0.63280475
"DB00186","Lorazepam","DB00652","Pentazocine","D001927","brain diseases",0.6256157
"DB00624","Testosterone","DB01216","Finasteride","D001927","brain diseases",0.6236569
"DB06151","Acetylcysteine","DB08826","Deferiprone","D001927","brain diseases",0.6215278
"DB00388","Phenylephrine","DB12661","Urapidil","D001927","brain diseases",0.61230457
"DB00281","Lidocaine","DB06694","Xylometazoline","D001927","brain diseases",0.60573226
"DB01590","Everolimus","DB00853","Temozolomide","D001927","brain diseases",0.603256
"DB00709","Lamivudine","DB00495","Zidovudine","D001927","brain diseases",0.59817404
"DB00633","Dexmedetomidine","DB01002","Levobupivacaine","D001927","brain diseases",0.5939395
"DB00996","Gabapentin","DB00843","Donepezil","D001927","brain diseases",0.5867892
"DB01236","Sevoflurane","DB01189","Desflurane","D001927","brain diseases",0.57865226
"DB01076","Atorvastatin","DB00806","Pentoxifylline","D001927","brain diseases",0.5728486
"DB00178","Ramipril","DB00612","Bisoprolol","D001927","brain diseases",0.5683852
"DB00813","Fentanyl","DB00297","Bupivacaine","D001927","brain diseases",0.5612345
"DB00281","Lidocaine","DB00818","Propofol","D001927","brain diseases",0.5589681
"DB00296","Ropivacaine","DB00633","Dexmedetomidine","D001927","brain diseases",0.5588838
"DB01039","Fenofibrate","DB00641","Simvastatin","D001927","brain diseases",0.55407596
"DB01073","Fludarabine","DB00073","Rituximab","D001927","brain diseases",0.55393577
"DB01076","Atorvastatin","DB01394","Colchicine","D001927","brain diseases",0.5483271
"DB00476","Duloxetine","DB00193","Tramadol","D001927","brain diseases",0.5472935
"DB01221","Ketamine","DB00683","Midazolam","D001927","brain diseases",0.5387877
"DB00683","Midazolam","DB00802","Alfentanil","D001927","brain diseases",0.5271232
"DB00404","Alprazolam","DB00898","Ethanol","D001927","brain diseases",0.50231206
"DB00281","Lidocaine","DB00750","Prilocaine","D001927","brain diseases",0.49128398
"DB00316","Acetaminophen","DB00813","Fentanyl","D001927","brain diseases",0.48495725
"DB00633","Dexmedetomidine","DB00899","Remifentanil","D001927","brain diseases",0.47462696
"DB01156","Bupropion","DB01104","Sertraline","D001927","brain diseases",0.46965885
"DB00297","Bupivacaine","DB00844","Nalbuphine","D001927","brain diseases",0.4652243
"DB00996","Gabapentin","DB00268","Ropinirole","D001927","brain diseases",0.462996
"DB00860","Prednisolone","DB00877","Sirolimus","D001927","brain diseases",0.45950845
"DB01204","Mitoxantrone","DB00060","Interferon beta-1a","D001927","brain diseases",0.45928252
"DB00633","Dexmedetomidine","DB01236","Sevoflurane","D001927","brain diseases",0.4479679
"DB01018","Guanfacine","DB06701","Dexmethylphenidate","D001927","brain diseases",0.4427537
"DB00853","Temozolomide","DB01206","Lomustine","D001927","brain diseases",0.44227362
"DB00820","Tadalafil","DB00706","Tamsulosin","D001927","brain diseases",0.4334115
"DB00635","Prednisone","DB00688","Mycophenolate mofetil","D001927","brain diseases",0.42257172
"DB00697","Tizanidine","DB00586","Diclofenac","D001927","brain diseases",0.41688555
"DB00181","Baclofen","DB00186","Lorazepam","D001927","brain diseases",0.39893937
"DB00871","Terbutaline","DB01406","Danazol","D001927","brain diseases",0.3981329
"DB00762","Irinotecan","DB00112","Bevacizumab","D001927","brain diseases",0.3956968
"DB00422","Methylphenidate","DB00234","Reboxetine","D001927","brain diseases",0.38703018
"DB00230","Pregabalin","DB01104","Sertraline","D001927","brain diseases",0.37235418
"DB00297","Bupivacaine","DB00633","Dexmedetomidine","D001927","brain diseases",0.36858988
"DB00853","Temozolomide","DB00502","Haloperidol","D001927","brain diseases",0.36816108
"DB00996","Gabapentin","DB00776","Oxcarbazepine","D001927","brain diseases",0.3578226
"DB01017","Minocycline","DB00112","Bevacizumab","D001927","brain diseases",0.35180497
"DB01234","Dexamethasone","DB00296","Ropivacaine","D001927","brain diseases",0.33146173
"DB01202","Levetiracetam","DB00683","Midazolam","D001927","brain diseases",0.3287356
"DB08868","Fingolimod","DB00285","Venlafaxine","D001927","brain diseases",0.31988567
"DB01400","Neostigmine","DB00728","Rocuronium","D001927","brain diseases",0.31509957
