"condition_id","condition_name","drug1_id","drug1_name","drug2_id","drug2_name","scores"
"D008228","reticulosarcoma","DB00495","Zidovudine","DB00313","Valproic acid",0.7957714
"D008228","reticulosarcoma","DB05109","Trabectedin","DB11581","Venetoclax",0.7937028
"D008228","reticulosarcoma","DB00694","Daunorubicin","DB00059","Pegaspargase",0.78070796
"D001927","brain diseases","DB00338","Omeprazole","DB15305","Risdiplam",0.9844594
"D001927","brain diseases","DB00740","Riluzole","DB12243","Edaravone",0.91735905
"D001927","brain diseases","DB01167","Itraconazole","DB15305","Risdiplam",0.87972903
"D004461","eclampsia","DB01195","Flecainide","DB00390","Digoxin",0.14463443
"D018358","neuroendocrine tumors","DB00853","Temozolomide","DB06809","Plerixafor",0.76178193
"D018358","neuroendocrine tumors","DB00112","Bevacizumab","DB02546","Vorinostat",0.4579589
"D018358","neuroendocrine tumors","DB00331","Metformin","DB01119","Diazoxide",0.42880002
"D002276","carcinoid tumor","DB00958","Carboplatin","DB01229","Paclitaxel",0.14931747
"D004701","endocrine gland neoplasms","DB00544","Fluorouracil","DB00305","Mitomycin",0.7105209
"D004701","endocrine gland neoplasms","DB00683","Midazolam","DB00454","Meperidine",0.66742194
"D004701","endocrine gland neoplasms","DB00398","Sorafenib","DB08911","Trametinib",0.5701315
"D009422","disorder, nervous system","DB01075","Diphenhydramine","DB00450","Droperidol",0.8788949
"D009422","disorder, nervous system","DB09068","Vortioxetine","DB00230","Pregabalin",0.85367167
"D009422","disorder, nervous system","DB00230","Pregabalin","DB00715","Paroxetine",0.8386238
"D018281","cholangiocarcinoma","DB00958","Carboplatin","DB01229","Paclitaxel",0.48550782
"D018281","cholangiocarcinoma","DB11714","Durvalumab","DB05578","Ramucirumab",0.29784745
"D018281","cholangiocarcinoma","DB09078","Lenvatinib","DB14922","Tislelizumab",0.26638275
"D001650","bile duct neoplasms","DB00544","Fluorouracil","DB00526","Oxaliplatin",0.16835062
"D007246","infertility","DB00331","Metformin","DB00882","Clomifene",0.7472561
"D007246","infertility","DB00624","Testosterone","DB01126","Dutasteride",0.7004483
"D007246","infertility","DB00929","Misoprostol","DB00302","Tranexamic acid",0.55063766
"D015427","reperfusion injury","DB00758","Clopidogrel","DB06228","Rivaroxaban",0.10457848
"D014947","wounds","DB13144","Lenograstim","DB01261","Sitagliptin",0.95601356
"D014947","wounds","DB00567","Cephalexin","DB01140","Cefadroxil",0.80041283
"D014947","wounds","DB00187","Esmolol","DB00235","Milrinone",0.7254788
"D007718","knee injuries","DB00575","Clonidine","DB01002","Levobupivacaine",0.526079
"D007718","knee injuries","DB00193","Tramadol","DB00321","Amitriptyline",0.18261915
"D014846","vulvar neoplasms","DB00958","Carboplatin","DB01229","Paclitaxel",0.15302517
"D018442","mucosa-associated lymphoid tissue lymphoma","DB00688","Mycophenolate mofetil","DB00091","Cyclosporine",0.570894
"D018442","mucosa-associated lymphoid tissue lymphoma","DB00773","Etoposide","DB00526","Oxaliplatin",0.39609143
"D018442","mucosa-associated lymphoid tissue lymphoma","DB08935","Obinutuzumab","DB11581","Venetoclax",0.25404093
"D008288","malaria","DB09065","Cobicistat","DB01264","Darunavir",0.6992899
"D008288","malaria","DB00518","Albendazole","DB01058","Praziquantel",0.40516427
"D008288","malaria","DB00625","Efavirenz","DB00218","Moxifloxacin",0.26685596
"D001930","injuries, acute brain","DB00813","Fentanyl","DB00683","Midazolam",0.38199818
"D001930","injuries, acute brain","DB01076","Atorvastatin","DB00641","Simvastatin",0.15281834
"D001930","injuries, acute brain","DB00633","Dexmedetomidine","DB01236","Sevoflurane",0.13796842
"D003141","communicable diseases","DB00601","Linezolid","DB14879","Cefiderocol",0.9352303
"D003141","communicable diseases","DB05630","Sodium stibogluconate","DB01421","Paromomycin",0.93031466
"D003141","communicable diseases","DB00080","Daptomycin","DB00828","Fosfomycin",0.89117575
"D055752","carcinoma, small cell lung","DB00441","Gemcitabine","DB00361","Vinorelbine",0.24957426
"D055752","carcinoma, small cell lung","DB06366","Pertuzumab","DB00530","Erlotinib",0.24895333
"D055752","carcinoma, small cell lung","DB00441","Gemcitabine","DB00642","Pemetrexed",0.23653445
"D012509","sarcoma, epithelioid","DB01101","Capecitabine","DB00853","Temozolomide",0.5356821
"D012509","sarcoma, epithelioid","DB11714","Durvalumab","DB09074","Olaparib",0.4523977
"D012509","sarcoma, epithelioid","DB00541","Vincristine","DB00997","Doxorubicin",0.40845737
"D012512","sarcoma, ewings","DB00958","Carboplatin","DB01229","Paclitaxel",0.1553469
"D012512","sarcoma, ewings","DB01101","Capecitabine","DB00853","Temozolomide",0.10436934
"D009220","myositis","DB00531","Cyclophosphamide","DB00688","Mycophenolate mofetil",0.12364805
"D017563","pneumonia, interstitial","DB00043","Omalizumab","DB01167","Itraconazole",0.4458238
"D017563","pneumonia, interstitial","DB00073","Rituximab","DB09053","Ibrutinib",0.38544
"D017563","pneumonia, interstitial","DB00026","Anakinra","DB09036","Siltuximab",0.2779783
"D009164","mycobacterium infections","DB00759","Tetracycline","DB00207","Azithromycin",0.7767654
"D009164","mycobacterium infections","DB00207","Azithromycin","DB01212","Ceftriaxone",0.59906137
"D009164","mycobacterium infections","DB06708","Lumefantrine","DB06697","Artemether",0.36550006
"D010182","pancreatic diseases","DB01101","Capecitabine","DB00526","Oxaliplatin",0.772812
"D010182","pancreatic diseases","DB11714","Durvalumab","DB09074","Olaparib",0.7622934
"D010182","pancreatic diseases","DB00958","Carboplatin","DB00441","Gemcitabine",0.73434716
"D015352","dry eye syndromes","DB00916","Metronidazole","DB00537","Ciprofloxacin",0.37734896
"D015352","dry eye syndromes","DB00635","Prednisone","DB05679","Ustekinumab",0.10583143
"D015352","dry eye syndromes","DB00207","Azithromycin","DB11061","Povidone",0.10004838
"D011470","prostatic adenoma","DB00741","Hydrocortisone","DB00988","Dopamine",0.17651996
"D011470","prostatic adenoma","DB00203","Sildenafil","DB00193","Tramadol",0.16125312
"D001847","bone diseases","DB01394","Colchicine","DB04854","Febuxostat",0.8888435
"D001847","bone diseases","DB00107","Oxytocin","DB00388","Phenylephrine",0.7816032
"D001847","bone diseases","DB01394","Colchicine","DB00437","Allopurinol",0.7792843
"D002051","burkitt lymphoma","DB00694","Daunorubicin","DB00059","Pegaspargase",0.10347022
"D020522","lymphoma, lymphocytic, intermediate","DB11581","Venetoclax","DB01294","Bismuth subsalicylate",0.7628079
"D020522","lymphoma, lymphocytic, intermediate","DB11714","Durvalumab","DB09053","Ibrutinib",0.63995266
"D020522","lymphoma, lymphocytic, intermediate","DB00773","Etoposide","DB00526","Oxaliplatin",0.5720485
"D015464","leukemia, granulocytic, chronic","DB00928","Azacitidine","DB11581","Venetoclax",0.74991745
"D015464","leukemia, granulocytic, chronic","DB01073","Fludarabine","DB01008","Busulfan",0.6800909
"D015464","leukemia, granulocytic, chronic","DB00928","Azacitidine","DB12874","Quizartinib",0.37597466
"D054198","lymphoblastic leukemia, acute, childhood","DB01262","Decitabine","DB00313","Valproic acid",0.82086134
"D054198","lymphoblastic leukemia, acute, childhood","DB00987","Cytarabine","DB01104","Sertraline",0.70839393
"D054198","lymphoblastic leukemia, acute, childhood","DB01073","Fludarabine","DB01008","Busulfan",0.70646924
"D008258","waldenstrom macroglobulinemia","DB11714","Durvalumab","DB09053","Ibrutinib",0.6057197
"D008258","waldenstrom macroglobulinemia","DB02546","Vorinostat","DB01262","Decitabine",0.31947222
"D008258","waldenstrom macroglobulinemia","DB00773","Etoposide","DB00526","Oxaliplatin",0.20972575
"D015477","leukemia, myelomonocytic, chronic","DB00987","Cytarabine","DB00694","Daunorubicin",0.22493237
"D015477","leukemia, myelomonocytic, chronic","DB04868","Nilotinib","DB12597","Asciminib",0.11722233
"D015477","leukemia, myelomonocytic, chronic","DB01073","Fludarabine","DB01008","Busulfan",0.10032831
"D054429","juvenile myelomonocytic leukemia","DB00987","Cytarabine","DB01177","Idarubicin",0.354772
"D054429","juvenile myelomonocytic leukemia","DB00773","Etoposide","DB00987","Cytarabine",0.28441927
"D054429","juvenile myelomonocytic leukemia","DB01262","Decitabine","DB04865","Omacetaxine mepesuccinate",0.19651537
"D007943","hairy cell leukemia","DB00188","Bortezomib","DB02546","Vorinostat",0.27995232
"D007943","hairy cell leukemia","DB00188","Bortezomib","DB00928","Azacitidine",0.18780167
"D007943","hairy cell leukemia","DB01073","Fludarabine","DB01042","Melphalan",0.17782716
"D015466","leukemia, myeloid, chronic-phase","DB01254","Dasatinib","DB12597","Asciminib",0.45317885
"D015466","leukemia, myeloid, chronic-phase","DB00987","Cytarabine","DB00331","Metformin",0.11039435
"D008230","lymphomatoid granulomatosis","DB00563","Methotrexate","DB00688","Mycophenolate mofetil",0.37242663
"D008230","lymphomatoid granulomatosis","DB00531","Cyclophosphamide","DB01073","Fludarabine",0.13606754
"D015465","leukemia, myeloid, accelerated phase","DB08935","Obinutuzumab","DB09054","Idelalisib",0.41329637
"D015465","leukemia, myeloid, accelerated phase","DB00928","Azacitidine","DB05015","Belinostat",0.39710665
"D015465","leukemia, myeloid, accelerated phase","DB11580","Ravulizumab","DB01257","Eculizumab",0.13363807
"D054391","extranodal nk t cell lymphoma, nasal type","DB00563","Methotrexate","DB00864","Tacrolimus",0.24418277
"D054391","extranodal nk t cell lymphoma, nasal type","DB00688","Mycophenolate mofetil","DB00091","Cyclosporine",0.20954053
"D054391","extranodal nk t cell lymphoma, nasal type","DB00563","Methotrexate","DB00307","Bexarotene",0.14791872
"D064090","intraocular lymphoma","DB00773","Etoposide","DB06809","Plerixafor",0.117852695
"D000753","anemias, refractory","DB01073","Fludarabine","DB01042","Melphalan",0.27442038
"D000753","anemias, refractory","DB00987","Cytarabine","DB01204","Mitoxantrone",0.14101696
"D008232","lymphoproliferative disorders","DB03619","Deoxycholic acid","DB00681","Amphotericin B",0.8967672
"D008232","lymphoproliferative disorders","DB08934","Sofosbuvir","DB09027","Ledipasvir",0.85483456
"D008232","lymphoproliferative disorders","DB02546","Vorinostat","DB00853","Temozolomide",0.8072334
"D000754","anemia, refractory, with excess of blasts","DB00928","Azacitidine","DB05015","Belinostat",0.3370092
"D000754","anemia, refractory, with excess of blasts","DB00563","Methotrexate","DB00864","Tacrolimus",0.20330346
"D000754","anemia, refractory, with excess of blasts","DB01073","Fludarabine","DB01008","Busulfan",0.1414176
"D006086","graft-vs-host disease","DB01073","Fludarabine","DB01042","Melphalan",0.39888245
"D006086","graft-vs-host disease","DB00531","Cyclophosphamide","DB01008","Busulfan",0.3571827
"D006086","graft-vs-host disease","DB13867","Fluticasone","DB00043","Omalizumab",0.32635418
"D014657","vasculitis","DB00688","Mycophenolate mofetil","DB00091","Cyclosporine",0.2643921
"D014657","vasculitis","DB00635","Prednisone","DB00480","Lenalidomide",0.16112362
"D014657","vasculitis","DB00073","Rituximab","DB00091","Cyclosporine",0.1503943
"D003882","dermatomyositis","DB00563","Methotrexate","DB00635","Prednisone",0.28213355
"D017285","polymyositis","DB00860","Prednisolone","DB00688","Mycophenolate mofetil",0.22636864
"D017285","polymyositis","DB00635","Prednisone","DB00688","Mycophenolate mofetil",0.15625691
"D050723","fractures, bone","DB01211","Clarithromycin","DB01327","Cefazolin",0.7140899
"D050723","fractures, bone","DB00297","Bupivacaine","DB00296","Ropivacaine",0.3135704
"D050723","fractures, bone","DB00497","Oxycodone","DB00230","Pregabalin",0.26501897
"D006620","hip fractures","DB06285","Teriparatide","DB06643","Denosumab",0.6961975
"D007674","kidney diseases","DB09026","Aliskiren","DB00678","Losartan",0.814616
"D007674","kidney diseases","DB00958","Carboplatin","DB01229","Paclitaxel",0.8000085
"D007674","kidney diseases","DB00760","Meropenem","DB00303","Ertapenem",0.7970248
"D051436","chronic kidney insufficiency","DB06724","Calcium carbonate","DB06410","Doxercalciferol",0.8657605
"D051436","chronic kidney insufficiency","DB09038","Empagliflozin","DB13928","Semaglutide",0.82052726
"D051436","chronic kidney insufficiency","DB09026","Aliskiren","DB00678","Losartan",0.79206526
"D006937","hypercholesterolemia","DB01039","Fenofibrate","DB00641","Simvastatin",0.6828083
"D006937","hypercholesterolemia","DB00709","Lamivudine","DB00495","Zidovudine",0.2812281
"D006937","hypercholesterolemia","DB00381","Amlodipine","DB00678","Losartan",0.1586731
"D006934","hypercalcemia","DB01012","Cinacalcet","DB00630","Alendronic acid",0.23367861
"D005910","glioma","DB00544","Fluorouracil","DB01005","Hydroxyurea",0.78949994
"D005910","glioma","DB00997","Doxorubicin","DB00380","Dexrazoxane",0.74992776
"D005910","glioma","DB00526","Oxaliplatin","DB00323","Tolcapone",0.73482203
"D001932","brain neoplasms","DB00563","Methotrexate","DB00570","Vinblastine",0.77757645
"D001932","brain neoplasms","DB00958","Carboplatin","DB00570","Vinblastine",0.7362549
"D001932","brain neoplasms","DB00853","Temozolomide","DB00502","Haloperidol",0.5534421
"D012640","jacksonian seizure","DB00470","Dronabinol","DB09061","Cannabidiol",0.41291124
"D012640","jacksonian seizure","DB00806","Pentoxifylline","DB00252","Phenytoin",0.14798562
"D012640","jacksonian seizure","DB00996","Gabapentin","DB00843","Donepezil",0.12792581
"D010518","pericementitis","DB00878","Chlorhexidine","DB06812","Povidone-iodine",0.7453796
"D010518","pericementitis","DB00512","Vancomycin","DB11061","Povidone",0.42197528
"D010518","pericementitis","DB00916","Metronidazole","DB01212","Ceftriaxone",0.22383237
"D009057","stomatognathic diseases","DB00215","Citalopram","DB09061","Cannabidiol",0.7832784
"D009057","stomatognathic diseases","DB00316","Acetaminophen","DB00788","Naproxen",0.7692227
"D009057","stomatognathic diseases","DB00860","Prednisolone","DB01137","Levofloxacin",0.7264347
"D003788","dental pulp diseases","DB09026","Aliskiren","DB00335","Atenolol",0.44136885
"D003788","dental pulp diseases","DB00297","Bupivacaine","DB00295","Morphine",0.17454612
"D003788","dental pulp diseases","DB00281","Lidocaine","DB00813","Fentanyl",0.12183581
"D013789","thalassemia","DB00820","Tadalafil","DB01005","Hydroxyurea",0.39678723
"D013789","thalassemia","DB01087","Primaquine","DB00608","Chloroquine",0.13084406
"D010003","arthritis, degenerative","DB00620","Triamcinolone","DB00281","Lidocaine",0.6846266
"D010003","arthritis, degenerative","DB01050","Ibuprofen","DB00924","Cyclobenzaprine",0.50590175
"D010003","arthritis, degenerative","DB00281","Lidocaine","DB00540","Nortriptyline",0.4423823
"D020370","osteoarthritis, knee","DB01234","Dexamethasone","DB00297","Bupivacaine",0.4328908
"D020370","osteoarthritis, knee","DB00316","Acetaminophen","DB00788","Naproxen",0.35306445
"D020370","osteoarthritis, knee","DB00296","Ropivacaine","DB00668","Epinephrine",0.32786283
"D006255","fever, hay","DB00852","Pseudoephedrine","DB00835","Brompheniramine",0.52261233
"D006255","fever, hay","DB01409","Tiotropium","DB00938","Salmeterol",0.30199242
"D006255","fever, hay","DB00443","Betamethasone","DB00455","Loratadine",0.20113721
"D003693","delirium","DB00476","Duloxetine","DB01104","Sertraline",0.2544054
"D003693","delirium","DB00996","Gabapentin","DB00268","Ropinirole",0.24433734
"D003693","delirium","DB00502","Haloperidol","DB01239","Chlorprothixene",0.15886843
"D019698","hepatitis c, chronic","DB00503","Ritonavir","DB00932","Tipranavir",0.63317186
"D019698","hepatitis c, chronic","DB00022","Peginterferon alfa-2b","DB00020","Sargramostim",0.5417138
"D019698","hepatitis c, chronic","DB14126","Tenofovir","DB01265","Telbivudine",0.33153382
"D003072","cognition disorders","DB00740","Riluzole","DB12243","Edaravone",0.6793698
"D003072","cognition disorders","DB00252","Phenytoin","DB01320","Fosphenytoin",0.5301662
"D003072","cognition disorders","DB00316","Acetaminophen","DB00470","Dronabinol",0.40995243
"D018352","coronavirus infections","DB00668","Epinephrine","DB00043","Omalizumab",0.5020338
"D018352","coronavirus infections","DB00635","Prednisone","DB06724","Calcium carbonate",0.28582296
"D018352","coronavirus infections","DB00635","Prednisone","DB00864","Tacrolimus",0.25205332
"D000152","acne vulgaris","DB00982","Isotretinoin","DB00857","Terbinafine",0.7752219
"D000152","acne vulgaris","DB00302","Tranexamic acid","DB09526","Hydroquinone",0.40575665
"D000152","acne vulgaris","DB00878","Chlorhexidine","DB06812","Povidone-iodine",0.2969267
"D010243","todd paralysis","DB00813","Fentanyl","DB00297","Bupivacaine",0.11414049
"D012600","scoliosis","DB00316","Acetaminophen","DB00956","Hydrocodone",0.14332938
"D011928","raynaud disease","DB01195","Flecainide","DB00264","Metoprolol",0.21428211
"D009336","necrosis","DB06441","Cangrelor","DB06209","Prasugrel",0.87364006
"D009336","necrosis","DB00512","Vancomycin","DB01327","Cefazolin",0.631745
"D009336","necrosis","DB01039","Fenofibrate","DB00641","Simvastatin",0.62246823
"D001523","behavior disorders","DB00712","Flurbiprofen","DB01209","Dezocine",0.9454806
"D001523","behavior disorders","DB01183","Naloxone","DB01205","Flumazenil",0.87286484
"D001523","behavior disorders","DB00915","Amantadine","DB00273","Topiramate",0.865437
"D011085","polycystic ovary syndrome","DB00624","Testosterone","DB00014","Goserelin",0.80246353
"D011085","polycystic ovary syndrome","DB00624","Testosterone","DB01216","Finasteride",0.5707258
"D011085","polycystic ovary syndrome","DB00741","Hydrocortisone","DB00687","Fludrocortisone",0.54237837
"D009542","niemann-pick diseases","DB00650","Leucovorin","DB00205","Pyrimethamine",0.589422
"D002637","chest pain","DB00640","Adenosine","DB00975","Dipyridamole",0.61858165
"D002637","chest pain","DB00598","Labetalol","DB00633","Dexmedetomidine",0.5444762
"D002637","chest pain","DB00745","Modafinil","DB00571","Propranolol",0.28677997
"D003550","cystic fibrosis","DB01060","Amoxicillin","DB00766","Clavulanic acid",0.74203897
"D003550","cystic fibrosis","DB00916","Metronidazole","DB01327","Cefazolin",0.6140828
"D003550","cystic fibrosis","DB01598","Imipenem","DB01597","Cilastatin",0.26957607
"D005355","fibrosis","DB09078","Lenvatinib","DB14922","Tislelizumab",0.83758366
"D005355","fibrosis","DB09037","Pembrolizumab","DB09078","Lenvatinib",0.57344586
"D005355","fibrosis","DB11945","Avelumab","DB06626","Axitinib",0.5724345
"D013276","ulcer, gastric","DB00338","Omeprazole","DB00736","Esomeprazole",0.7020761
"D013276","ulcer, gastric","DB01060","Amoxicillin","DB00736","Esomeprazole",0.68381435
"D013276","ulcer, gastric","DB00927","Famotidine","DB06480","Prucalopride",0.27600378
"D001281","atrial fibrillation","DB01195","Flecainide","DB00390","Digoxin",0.74172145
"D001281","atrial fibrillation","DB00379","Mexiletine","DB00204","Dofetilide",0.7051847
"D001281","atrial fibrillation","DB00758","Clopidogrel","DB06209","Prasugrel",0.63265413
"D012131","respiratory insufficiency","DB01222","Budesonide","DB00471","Montelukast",0.67354286
"D012131","respiratory insufficiency","DB01611","Hydroxychloroquine","DB09019","Bromhexine",0.65035665
"D012131","respiratory insufficiency","DB00415","Ampicillin","DB09324","Sulbactam",0.6418347
"D015471","acute basophilic leukemia","DB00987","Cytarabine","DB00694","Daunorubicin",0.15985149
"D014552","infection, urinary tract","DB01212","Ceftriaxone","DB00303","Ertapenem",0.38656774
"D014552","infection, urinary tract","DB00537","Ciprofloxacin","DB00254","Doxycycline",0.2997316
"D014552","infection, urinary tract","DB00207","Azithromycin","DB01327","Cefazolin",0.2461311
"D007752","premature obstetric labor","DB00668","Epinephrine","DB00043","Omalizumab",0.7382028
"D007752","premature obstetric labor","DB00929","Misoprostol","DB00302","Tranexamic acid",0.6529615
"D007752","premature obstetric labor","DB00203","Sildenafil","DB00559","Bosentan",0.5967134
"D020250","postoperative nausea","DB00959","Methylprednisolone","DB00996","Gabapentin",0.12035361
"D020250","postoperative nausea","DB00165","Pyridoxine","DB00366","Doxylamine",0.1186553
"D059411","lower urinary tract symptoms","DB00350","Minoxidil","DB01216","Finasteride",0.2555863
"D058186","kidney failure, acute","DB06724","Calcium carbonate","DB06410","Doxercalciferol",0.39367718
"D058186","kidney failure, acute","DB00695","Furosemide","DB00214","Torasemide",0.2651567
"D058186","kidney failure, acute","DB00438","Ceftazidime","DB09060","Avibactam",0.2506038
"D008103","liver cirrhosis","DB01220","Rifaximin","DB12554","Mebeverine",0.64564973
"D008103","liver cirrhosis","DB09078","Lenvatinib","DB14922","Tislelizumab",0.47771877
"D008103","liver cirrhosis","DB00381","Amlodipine","DB00343","Diltiazem",0.40899768
"D005909","glioblastoma","DB06243","Eflornithine","DB01206","Lomustine",0.80864817
"D005909","glioblastoma","DB00544","Fluorouracil","DB01005","Hydroxyurea",0.7606935
"D005909","glioblastoma","DB00997","Doxorubicin","DB00380","Dexrazoxane",0.6750591
"D015473","acute promyelocytic leukemia","DB00987","Cytarabine","DB01177","Idarubicin",0.5899968
"D015473","acute promyelocytic leukemia","DB00773","Etoposide","DB00987","Cytarabine",0.16362935
"D015473","acute promyelocytic leukemia","DB00987","Cytarabine","DB01204","Mitoxantrone",0.11135706
"D014808","vitamin d deficiency","DB01087","Primaquine","DB00608","Chloroquine",0.21566376
"D014808","vitamin d deficiency","DB00635","Prednisone","DB00993","Azathioprine",0.13768445
"D016399","t-cell lymphoma","DB01262","Decitabine","DB00313","Valproic acid",0.6994433
"D016399","t-cell lymphoma","DB02546","Vorinostat","DB00982","Isotretinoin",0.38928652
"D016399","t-cell lymphoma","DB02546","Vorinostat","DB01262","Decitabine",0.35094655
"D016411","peripheral t-cell lymphoma","DB00188","Bortezomib","DB05015","Belinostat",0.5824297
"D016411","peripheral t-cell lymphoma","DB00105","Interferon alfa-2b","DB00982","Isotretinoin",0.51286256
"D016411","peripheral t-cell lymphoma","DB00307","Bexarotene","DB00553","Methoxsalen",0.4375536
"D010900","pituitary diseases","DB00741","Hydrocortisone","DB00687","Fludrocortisone",0.25427005
"D010900","pituitary diseases","DB00860","Prednisolone","DB00741","Hydrocortisone",0.19672358
"D024821","metabolic syndrome x","DB00222","Glimepiride","DB00331","Metformin",0.5010005
"D024821","metabolic syndrome x","DB00381","Amlodipine","DB00966","Telmisartan",0.41239148
"D024821","metabolic syndrome x","DB00334","Olanzapine","DB00502","Haloperidol",0.33010736
"D010677","philadelphia chromosome","DB00437","Allopurinol","DB00049","Rasburicase",0.617277
"D010677","philadelphia chromosome","DB00928","Azacitidine","DB08911","Trametinib",0.56419265
"D010677","philadelphia chromosome","DB00563","Methotrexate","DB00864","Tacrolimus",0.12216498
"D000013","congenital abnormality","DB00381","Amlodipine","DB00722","Lisinopril",0.72419757
"D000013","congenital abnormality","DB00916","Metronidazole","DB00798","Gentamicin",0.67879915
"D000013","congenital abnormality","DB00331","Metformin","DB04876","Vildagliptin",0.6685299
"D003928","diabetic nephropathy","DB09026","Aliskiren","DB00678","Losartan",0.46069863
"D003928","diabetic nephropathy","DB00653","Magnesium sulfate","DB00968","Methyldopa",0.24560536
"D003928","diabetic nephropathy","DB00222","Glimepiride","DB00331","Metformin",0.17304727
"D009503","neutropenia","DB03619","Deoxycholic acid","DB00681","Amphotericin B",0.7350218
"D009503","neutropenia","DB01141","Micafungin","DB12471","Ibrexafungerp",0.5691632
"D009503","neutropenia","DB00928","Azacitidine","DB11581","Venetoclax",0.16969252
"D000741","aplastic anemia","DB00688","Mycophenolate mofetil","DB00864","Tacrolimus",0.12539081
"D058729","peripheral arterial diseases","DB00682","Warfarin","DB08813","Nadroparin",0.13471653
"D058729","peripheral arterial diseases","DB00381","Amlodipine","DB04861","Nebivolol",0.13313188
"D058729","peripheral arterial diseases","DB00476","Duloxetine","DB00230","Pregabalin",0.12896949
"D016491","peripheral vascular diseases","DB00331","Metformin","DB01083","Orlistat",0.46727365
"D016491","peripheral vascular diseases","DB01109","Heparin","DB00031","Tenecteplase",0.46465704
"D016491","peripheral vascular diseases","DB08816","Ticagrelor","DB06441","Cangrelor",0.4164758
"D059350","pain, chronic","DB00813","Fentanyl","DB00297","Bupivacaine",0.44711637
"D059350","pain, chronic","DB00813","Fentanyl","DB00296","Ropivacaine",0.23424645
"D059350","pain, chronic","DB01202","Levetiracetam","DB00252","Phenytoin",0.23220947
"D000544","alzheimer's disease","DB00674","Galantamine","DB00393","Nimodipine",0.8365416
"D000544","alzheimer's disease","DB00813","Fentanyl","DB00683","Midazolam",0.460044
"D000544","alzheimer's disease","DB01043","Memantine","DB00740","Riluzole",0.3291973
"D019584","hot flashes","DB00783","Estradiol","DB00294","Etonogestrel",0.22682959
"D016543","central nervous system neoplasms","DB00633","Dexmedetomidine","DB01002","Levobupivacaine",0.7610422
"D016543","central nervous system neoplasms","DB00773","Etoposide","DB00997","Doxorubicin",0.61023283
"D016543","central nervous system neoplasms","DB06366","Pertuzumab","DB00530","Erlotinib",0.59778047
"D007119","angioimmunoblastic lymphadenopathy","DB00563","Methotrexate","DB00864","Tacrolimus",0.14175652
"D007119","angioimmunoblastic lymphadenopathy","DB00958","Carboplatin","DB00773","Etoposide",0.10363218
"D044342","malnutrition","DB01220","Rifaximin","DB00581","Lactulose",0.6937953
"D044342","malnutrition","DB09146","Iron sucrose","DB00621","Oxandrolone",0.6682908
"D044342","malnutrition","DB00316","Acetaminophen","DB15171","Tirzepatide",0.49555603
"D007003","hypoglycemia","DB01156","Bupropion","DB00704","Naltrexone",0.6532556
"D007003","hypoglycemia","DB06151","Acetylcysteine","DB08826","Deferiprone",0.44189608
"D007003","hypoglycemia","DB01276","Exenatide","DB01261","Sitagliptin",0.3490689
"D019970","cocaine abuse","DB00404","Alprazolam","DB00898","Ethanol",0.7881784
"D019970","cocaine abuse","DB00704","Naltrexone","DB11951","Lemborexant",0.7800647
"D019970","cocaine abuse","DB00313","Valproic acid","DB00502","Haloperidol",0.7477931
"D015266","carcinoma, merkel cell","DB11945","Avelumab","DB06626","Axitinib",0.46542284
"D015266","carcinoma, merkel cell","DB09037","Pembrolizumab","DB06626","Axitinib",0.11423141
"D012878","cancer of skin","DB00853","Temozolomide","DB06809","Plerixafor",0.7323649
"D012878","cancer of skin","DB00503","Ritonavir","DB01601","Lopinavir",0.54801494
"D012878","cancer of skin","DB06663","Pasireotide","DB01119","Diazoxide",0.5218673
"D009203","myocardial infarction","DB08816","Ticagrelor","DB12545","Indobufen",0.8622016
"D009203","myocardial infarction","DB00841","Dobutamine","DB06213","Regadenoson",0.65652335
"D009203","myocardial infarction","DB01039","Fenofibrate","DB00641","Simvastatin",0.62006915
"D007238","infarction","DB01195","Flecainide","DB00264","Metoprolol",0.76251125
"D007238","infarction","DB00559","Bosentan","DB00770","Alprostadil",0.72772366
"D007238","infarction","DB00281","Lidocaine","DB00204","Dofetilide",0.6247728
"D018357","respiratory syncytial virus infections","DB00008","Peginterferon alfa-2a","DB00022","Peginterferon alfa-2b",0.14598663
"D019958","disruptive behavior disorder","DB00422","Methylphenidate","DB00898","Ethanol",0.7272896
"D019958","disruptive behavior disorder","DB01235","Levodopa","DB00248","Cabergoline",0.72091633
"D019958","disruptive behavior disorder","DB01235","Levodopa","DB06701","Dexmethylphenidate",0.539204
"D012497","sandhoff disease","DB00746","Deferoxamine","DB08826","Deferiprone",0.24920532
"D001321","autistic disorder","DB09034","Suvorexant","DB00898","Ethanol",0.6769514
"D001321","autistic disorder","DB00470","Dronabinol","DB09061","Cannabidiol",0.65828466
"D001321","autistic disorder","DB01018","Guanfacine","DB06701","Dexmethylphenidate",0.20523253
"D005873","giardiasis","DB00205","Pyrimethamine","DB01299","Sulfadoxine",0.5208776
"D012164","retinal diseases","DB01085","Pilocarpine","DB00692","Phentolamine",0.7789387
"D012164","retinal diseases","DB00484","Brimonidine","DB01194","Brinzolamide",0.73893446
"D012164","retinal diseases","DB01234","Dexamethasone","DB00324","Fluorometholone",0.4043171
"D003930","diabetic retinopathy","DB01270","Ranibizumab","DB00009","Alteplase",0.2085865
"D018270","mammary ductal carcinoma","DB00072","Trastuzumab","DB06366","Pertuzumab",0.13967781
